,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,,,
Team,Pistons,Detroit,USA,Little Caesars Arena,20332,https://gmgames.org/dm16logos/Team8.png,Central,Detroit,Michigan,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Warriors,Golden State,USA,Chase Center,18064,https://gmgames.org/dm16logos/Team9.png,Pacific,Oakland,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Rockets,Houston,USA,Toyota Center,18055,https://gmgames.org/dm16logos/Team10.png,Southwest,Houston,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pacers,Indiana,USA,Bankers Life Fieldhouse,17923,https://gmgames.org/dm16logos/Team11.png,Central,Indianapolis,Indiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Clippers,Los Angeles,USA,Intuit Dome,19068,https://gmgames.org/dm16logos/Team12.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Lakers,Los Angeles,USA,Cyprto.com Arena,18997,https://gmgames.org/dm16logos/Team13.png,Pacific,Los Angeles,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Grizzlies,Memphis,USA,FedExForum,17794,https://gmgames.org/dm16logos/Team14.png,Southwest,Memphis,Tennessee,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Heat,Miami,USA,American Airlines Arena,19600,https://gmgames.org/dm16logos/Team15.png,Southeast,Miami,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Bucks,Milwaukee,USA,Fiserv Forum,17500,https://gmgames.org/dm16logos/Team16.png,Central,Milwaukee,Wisconsin,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Timberwolves,Minnesota,USA,Target Center,18978,https://gmgames.org/dm16logos/Team17.png,Northwest,Minneapolis,Minnesota,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Pelicans,New Orleans,USA,Smoothie King Center,16867,https://gmgames.org/dm16logos/Team18.png,Southwest,New Orleans,Louisiana,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Knicks,New York,USA,Madison Square Garden,19812,https://gmgames.org/dm16logos/Team19.png,Atlantic,New York,New York,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Thunder,Oklahoma City,USA,Chesapeake Energy Arena,18203,https://gmgames.org/dm16logos/Team20.png,Northwest,Oklahoma City,Oklahoma,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Magic,Orlando,USA,Amway Center,18846,https://gmgames.org/dm16logos/Team21.png,Southeast,Orlando,Florida,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,76ers,Philadelphia,USA,Wells Fargo Center,20478,https://gmgames.org/dm16logos/Team22.png,Atlantic,Philadelphia,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Suns,Phoenix,USA,Talking Stick Resort Arena,18055,https://gmgames.org/dm16logos/Team23.png,Pacific,Phoenix,Arizona,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Trail Blazers,Portland,USA,Moda Center,19441,https://gmgames.org/dm16logos/Team24.png,Northwest,Portland,Oregon,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Kings,Sacramento,USA,Golden 1 Center,17583,https://gmgames.org/dm16logos/Team25.png,Pacific,Sacramento,California,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Spurs,San Antonio,USA,AT&T Center,18418,https://gmgames.org/dm16logos/Team26.png,Southwest,San Antonio,Texas,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Raptors,Toronto,Canada,Scotiabank Arena,19800,https://gmgames.org/dm16logos/Team27.png,Atlantic,Toronto,Canada,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Jazz,Utah,USA,Vivint Smart Home Arena,18306,https://gmgames.org/dm16logos/Team28.png,Northwest,Salt Lake City,Utah,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Team,Wizards,Washington,USA,Capital One Arena,20356,https://gmgames.org/dm16logos/Team29.png,Southeast,Washincton,D.C,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NewFranchiseLogo,,,,,,https://gmgames.org/dm16logos/Team30.png,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,FirstName,Last Name,Position,Age,Height,Weight,Team ID,Defence,TurnOvers,FTA,FTPerc,2PTA,2PTPerc,3PTA,ThreePerc,OffReb,Fame,DefReb,FastBreak,Assists,Personality,Potential,Steals,Blocks,Stamina,Trait,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nickeil,Alexander-Walker,SG,27,196,205,0,70,1,2.0,0.75,5.5,0.48,4.5,0.37,0.8,55,3.5,60,3.0,60,75,1.2,0.4,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dyson,Daniels,SG,23,203,198,0,80,2,1.5,0.65,6.5,0.52,3.5,0.31,1.5,65,4.0,70,4.0,68,80,2.5,0.7,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Buddy,Hield,SG,32,193,220,0,68,2,2.0,0.88,4.0,0.52,7.0,0.39,0.5,70,3.0,60,3.5,70,75,0.9,0.2,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Johnson,PF,24,206,220,0,75,2,3.5,0.72,10.5,0.55,3.0,0.33,2.0,70,7.5,65,4.5,65,82,1.3,0.9,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jonathan,Kuminga,SF,22,201,225,0,72,2,3.0,0.70,9.0,0.53,3.0,0.34,1.8,68,6.0,65,3.0,68,80,1.0,0.6,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,CJ,McCollum,PG,34,191,190,0,65,3,4.5,0.83,8.0,0.48,6.5,0.38,0.5,75,3.5,70,5.0,72,78,1.0,0.3,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Onyeka,Okongwu,C,24,203,235,0,82,1,2.5,0.75,7.0,0.58,0.5,0.20,3.0,68,6.5,55,1.5,62,80,0.8,1.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zaccharie,Risacher,SF,20,203,200,0,65,2,2.0,0.70,6.0,0.50,4.5,0.34,1.5,60,4.0,60,2.0,70,78,0.9,0.5,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Gabe,Vincent,PG,28,191,200,0,64,2,2.0,0.85,4.0,0.44,4.5,0.36,0.5,60,2.0,65,3.0,68,72,0.8,0.2,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Corey,Kispert,SF,26,198,223,0,66,1,2.0,0.85,4.0,0.52,6.0,0.38,0.5,60,2.5,60,2.0,65,72,0.7,0.2,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jock,Landale,C,29,211,255,0,68,1,2.0,0.75,5.5,0.52,1.5,0.30,1.5,60,4.5,55,1.5,60,70,0.5,0.8,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Mouhamed,Gueye,PF,22,208,210,0,64,2,2.0,0.70,5.0,0.50,2.5,0.30,1.5,55,4.0,60,2.0,68,75,0.7,0.6,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jayson,Tatum,SF,27,203,210,1,78,2,6.0,0.85,10.5,0.55,8.0,0.38,1.0,90,7.5,75,5.0,80,95,1.2,0.7,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jaylen,Brown,SG,28,198,223,1,75,2,5.5,0.80,9.5,0.52,5.5,0.36,1.2,88,6.0,70,4.0,78,90,1.1,0.5,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Derrick,White,PG,30,193,190,1,80,1,3.5,0.86,6.5,0.51,5.0,0.38,0.5,75,4.0,70,5.0,85,85,1.5,0.8,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nikola,Vucevic,C,34,208,260,1,70,2,3.0,0.80,9.0,0.52,3.0,0.34,2.5,80,10.0,55,3.0,75,82,0.8,0.7,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Payton,Pritchard,PG,26,185,195,1,68,1,2.0,0.88,4.5,0.46,6.0,0.38,0.5,70,3.0,70,4.0,80,78,1.0,0.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Hauser,SF,27,201,217,1,65,1,2.0,0.85,3.5,0.48,6.5,0.42,0.5,68,3.5,60,2.0,70,75,0.6,0.3,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Neemias,Queta,C,25,213,245,1,72,1,2.5,0.65,6.5,0.58,0.5,0.20,2.5,65,6.0,55,1.0,68,75,0.7,1.2,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Walsh,SF,21,198,205,1,68,2,2.0,0.70,5.0,0.48,3.5,0.33,1.0,60,4.0,65,2.0,70,80,1.0,0.6,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Luka,Garza,C,26,208,243,1,65,1,2.0,0.75,7.0,0.55,2.0,0.35,2.0,70,6.5,50,1.5,65,75,0.5,0.5,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ron,Harper Jr.,SF,24,198,245,1,66,2,2.5,0.75,5.0,0.50,3.0,0.34,1.5,60,4.5,60,2.0,68,75,0.7,0.4,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Baylor,Scheierman,SF,23,198,205,1,65,1,2.0,0.80,4.5,0.50,5.5,0.38,0.8,60,3.5,60,2.5,70,75,0.7,0.3,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Hugo,Gonzalez,SG,19,198,190,1,62,2,1.5,0.70,4.0,0.48,3.0,0.33,0.5,55,3.0,65,2.0,72,85,0.8,0.3,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Michael,Porter Jr.,SF,27,208,218,2,68,2,4.0,0.82,9.5,0.54,6.5,0.40,1.2,80,6.5,65,2.0,70,85,0.8,0.5,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nic,Claxton,C,25,211,215,2,80,1,3.0,0.60,7.0,0.65,0.2,0.10,3.0,70,7.5,60,2.0,65,85,0.9,1.8,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ochai,Agbaji,SG,25,196,215,2,70,1,2.0,0.75,5.5,0.50,4.5,0.36,0.8,65,3.5,65,2.5,68,78,0.9,0.4,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Terance,Mann,SG,28,196,215,2,72,1,2.5,0.78,6.0,0.52,3.5,0.36,1.2,70,4.5,70,3.0,70,80,1.0,0.5,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ziaire,Williams,SF,23,203,188,2,68,2,2.5,0.70,6.0,0.48,4.0,0.34,1.0,65,4.0,65,2.0,70,80,0.8,0.5,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Day'Ron,Sharpe,C,23,206,265,2,75,1,2.5,0.65,6.5,0.55,0.5,0.20,3.5,68,7.0,55,1.5,65,80,0.7,1.0,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Noah,Clowney,PF,20,208,210,2,70,2,2.0,0.70,5.5,0.50,3.5,0.33,1.5,65,5.0,60,1.5,70,85,0.8,0.8,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Minott,SF,22,203,215,2,68,2,2.0,0.70,5.0,0.48,3.0,0.32,1.5,60,4.5,65,1.5,68,80,0.9,0.6,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Wilson,SF,24,198,225,2,67,1,2.0,0.75,5.0,0.48,3.5,0.34,1.2,60,4.5,60,2.0,70,78,0.8,0.4,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Egor,Demin,PG,18,203,190,2,65,2,1.5,0.70,4.5,0.48,3.5,0.34,0.5,55,3.0,65,3.5,72,90,0.8,0.3,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Nolan,Traore,PG,18,191,175,2,64,2,1.5,0.70,4.0,0.47,3.5,0.33,0.5,55,2.5,70,4.0,75,90,0.9,0.2,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Drake,Powell,SF,19,198,195,2,65,2,1.5,0.70,4.5,0.48,3.5,0.34,0.8,55,3.5,65,2.0,70,88,0.8,0.4,75,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,LaMelo,Ball,PG,23,201,180,3,75,3,5.0,0.80,8.5,0.45,8.0,0.36,1.0,85,6.0,75,8.0,85,92,1.5,0.4,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Brandon,Miller,SF,22,206,200,3,70,2,4.0,0.82,9.0,0.48,6.5,0.37,1.2,80,5.5,70,3.0,78,90,1.0,0.6,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Miles,Bridges,PF,27,201,225,3,72,2,4.5,0.80,10.0,0.52,4.0,0.34,1.5,82,7.0,70,3.5,75,85,1.0,0.7,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Mann,PG,24,190,180,3,68,2,3.0,0.78,6.5,0.46,5.5,0.36,0.5,75,3.0,70,4.5,75,85,1.0,0.3,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Green,SG,24,196,200,3,72,1,2.0,0.75,5.5,0.50,3.5,0.34,1.0,70,4.5,70,2.5,70,80,1.2,0.5,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Grant,Williams,PF,26,198,236,3,74,1,2.5,0.85,5.0,0.50,4.5,0.38,1.0,72,5.0,60,2.0,75,80,0.9,0.5,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Coby,White,PG,25,196,195,3,70,2,3.0,0.85,7.5,0.47,6.0,0.36,0.5,78,3.5,75,4.5,78,85,1.0,0.3,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Xavier,Tillman,C,26,203,245,3,78,1,2.5,0.65,6.5,0.55,1.0,0.30,2.5,70,6.5,55,2.5,70,80,1.0,1.0,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Moussa,Diabate,PF,23,208,210,3,72,2,2.0,0.70,6.0,0.55,1.5,0.25,2.0,65,6.0,60,1.5,72,85,0.9,0.8,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Pat,Connaughton,SG,31,196,209,3,68,1,2.0,0.82,4.0,0.48,5.5,0.36,0.8,70,3.5,65,2.0,70,75,0.7,0.3,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ryan,Kalkbrenner,C,24,213,235,-3,88,1.2,5.1,0.72,9.5,0.71,1.7,0.4,2.4,5,6.2,74,1.5,84,80,0.8,2.7,81,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kon,Knueppel,SG,20,202,217,-3,70,1.3,2.6,0.87,3.9,0.54,6.2,0.37,0.8,20,3.8,81,2.7,79,90,0.8,0.2,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Antonio,Reeves,SG,24,196,187,3,65,2,2.0,0.80,5.5,0.48,5.0,0.38,0.5,65,3.0,65,2.0,72,85,0.7,0.2,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tidjane,Salaun,PF,19,206,210,3,66,2,2.0,0.70,5.5,0.48,3.5,0.33,1.5,60,5.5,60,2.0,75,90,0.8,0.7,78,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Anfernee,Simons,SG,26,191,181,4,70,2,4.0,0.88,7.5,0.46,7.5,0.38,0.5,82,3.5,75,4.5,78,88,1.0,0.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Collin,Sexton,PG,26,188,190,4,68,2,5.5,0.84,9.0,0.48,3.5,0.34,0.5,80,3.0,80,4.0,75,85,1.0,0.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Josh,Giddey,PG,22,203,205,4,72,3,3.0,0.75,8.5,0.48,2.5,0.30,2.0,80,7.5,70,6.5,85,90,1.2,0.5,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Isaac,Okoro,SF,24,196,225,4,78,1,2.5,0.75,5.5,0.50,3.5,0.35,1.2,70,4.5,65,2.0,70,82,1.2,0.6,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Patrick,Williams,PF,23,201,215,4,75,1,2.5,0.80,6.5,0.48,3.5,0.35,1.5,70,5.5,65,2.0,72,85,1.0,0.8,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jalen,Smith,C,25,208,215,4,72,1,3.0,0.75,7.0,0.55,2.0,0.35,2.5,72,7.0,60,1.5,70,82,0.8,1.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Zach,Collins,C,27,211,250,4,74,2,3.5,0.80,7.5,0.52,2.5,0.32,2.0,72,6.5,55,2.5,72,80,0.8,1.0,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Rob,Dillingham,PG,20,188,175,4,65,2,2.5,0.80,6.0,0.46,5.5,0.37,0.5,78,2.5,75,4.5,80,90,1.0,0.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Tre,Jones,PG,25,185,185,4,70,1,2.5,0.85,6.5,0.50,2.0,0.30,0.5,72,3.0,70,5.5,85,80,1.2,0.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Leonard,Miller,PF,21,208,215,4,70,2,2.5,0.70,6.5,0.50,2.0,0.30,2.0,68,6.5,60,2.0,75,88,0.8,0.8,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Matas,Buzelis,SF,20,208,210,4,68,2,2.5,0.75,6.0,0.48,4.5,0.34,1.5,70,5.0,65,2.5,78,92,0.8,0.7,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Guerschon,Yabusele,PF,29,203,260,4,72,1,3.0,0.75,7.0,0.52,2.0,0.34,2.0,70,6.5,60,2.0,70,75,0.8,0.7,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Donovan,Mitchell,SG,28,191,215,5,75,2,5.5,0.85,9.5,0.48,7.0,0.36,0.8,88,5.0,80,5.5,85,92,1.5,0.3,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,James,Harden,PG,35,196,220,5,70,4,8.0,0.87,9.0,0.45,7.5,0.35,1.0,90,6.0,75,9.0,90,90,1.5,0.5,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Evan,Mobley,PF,23,211,215,5,85,2,4.0,0.75,9.5,0.55,1.5,0.30,2.5,85,9.0,65,3.0,80,92,1.2,1.8,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jarrett,Allen,C,26,211,243,5,82,1,3.5,0.70,8.5,0.65,0.2,0.10,3.5,80,9.5,60,2.0,75,88,1.0,1.7,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Max,Strus,SF,28,196,215,5,72,1,2.5,0.85,5.5,0.46,7.0,0.37,0.8,75,4.5,70,2.5,75,82,0.9,0.4,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dennis,Schroder,PG,31,185,172,5,70,2,3.5,0.84,7.5,0.47,3.5,0.34,0.5,75,3.0,80,5.5,80,80,1.0,0.2,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Sam,Merrill,SG,28,193,205,5,65,1,1.5,0.88,3.5,0.45,6.5,0.40,0.5,72,2.5,65,2.0,75,78,0.7,0.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Larry,Nance Jr.,PF,32,203,245,5,75,1,2.0,0.85,5.0,0.55,3.0,0.35,1.5,75,6.0,60,2.5,80,78,1.0,0.7,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Keon,Ellis,SG,25,196,175,5,78,1,1.5,0.80,4.5,0.48,3.5,0.36,0.8,70,3.5,70,2.5,75,82,1.5,0.6,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Craig,Porter Jr.,PG,24,188,180,5,70,2,2.0,0.75,5.5,0.48,2.5,0.32,0.5,68,3.0,75,4.0,78,82,1.0,0.2,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Thomas,Bryant,C,27,208,248,5,70,1,3.0,0.75,7.5,0.55,1.5,0.30,2.5,72,6.5,55,1.5,70,80,0.6,1.0,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Dean,Wade,PF,27,206,228,5,72,1,2.0,0.80,5.0,0.50,3.5,0.36,1.5,70,5.5,60,2.0,75,80,0.8,0.6,80,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kyrie,Irving,PG,33,188,195,6,72,3,5.5,0.90,9.5,0.50,7.0,0.39,0.5,92,4.5,85,6.0,90,90,1.2,0.3,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Khris,Middleton,SF,33,201,222,6,70,2,4.5,0.88,7.5,0.48,5.5,0.38,0.8,85,5.0,70,4.5,85,85,1.0,0.3,82,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Daniel,Gafford,C,26,208,234,6,82,1,4.0,0.65,8.5,0.70,0.0,0.00,3.5,78,8.0,65,1.5,70,85,0.8,1.8,85,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
